Mover,Segment,U_Start,U_End,Ax,Bx,Cx,Dx,Ay,By,Cy,Dy,Length_mm,NumRawPoints
2,3,0.0080160320641282,0.0100200400801603,1139.7531504417525,39549.019236913424,-5149836.920194837,205329521.3441761,1036.9024431880096,-26078.4987321466,3166504.9419773296,-126249258.42623888,6.115375959550301,1.0
2,4,0.0100200400801603,0.0120240480961923,1481.946022238069,-62903.52657890379,5074927.152223721,-134814296.79828125,826.4207538216355,36939.71906414573,-3122713.1940926444,82972064.9003556,3.6031530874452615,1.0
2,5,0.0120240480961923,0.0160320641282565,1279.0082769516807,-12270.559129949976,863952.0260523946,-18076708.578309476,951.43084211006,5749.7020361838495,-528743.4446004818,11061459.067211743,11.21217535043695,2.0
2,6,0.0160320641282565,0.032064128256513,1204.016432622764,1762.2897400985776,-11346.92221688396,122215.38778928168,997.310862782648,-2835.5968321741893,6764.572313350973,-72645.11778836125,48.19805808835333,5.0
2,7,0.032064128256513,0.064128256513026,1208.211348006355,1369.802969521356,893.7589404931468,-5036.693409284473,994.8287713322036,-2603.3661508419978,-478.1220606967692,2648.725808510076,95.83644797617998,12.0
2,8,0.064128256513026,0.12625250501002,1206.7004862117217,1440.4829728515374,-208.4073614368712,692.2751809559336,995.5927085654122,-2639.10408953304,79.16642076667085,-248.01327743009708,185.74489336178297,22.0
2,9,0.12625250501002,0.188376753507014,1210.6144098074897,1347.4806931235253,528.2297430754761,-1252.6026769893645,994.6416403790356,-2616.504897866281,-99.83352592717344,224.5844654282538,185.7213012883336,22.0
2,10,0.188376753507014,0.1923847695390781,-23018.397561420923,387207.3841072612,-2047813.172423464,3623294.7720786952,2019.351026437149,-18935.54692902581,86529.9747033133,-153067.16839411433,12.087374249215596,2.0
2,11,0.1923847695390781,0.1963927855711422,216187.15625705785,-3342904.220749643,17340996.106988993,-29970510.19468108,-6292.413071613625,110676.02447495348,-587180.1724902875,1014229.232472576,11.777692867563932,2.0
2,12,0.1963927855711422,0.1983967935871743,161870.7891847517,-2513194.0012879865,13116247.132383209,-22799932.85342841,-4787.79067998076,87692.14977827591,-470150.0350041436,815596.4480998353,5.265898885516981,1.0
2,13,0.1983967935871743,0.2004008016032064,-495570.0456358402,7428108.319180965,-36991933.25058657,61388558.76644337,94454.3563798109,-1412969.4072773615,7093790.540458111,-11892842.43121217,6.214987323080887,1.0
2,14,0.2004008016032064,0.2024048096192384,-1676714.8881697468,25109846.61191355,-125223807.33132218,208147575.9874003,-466038.96595231537,6977615.62803457,-34775228.78574844,57749293.04804472,5.931896485163295,1.0
2,15,0.2024048096192384,0.2044088176352705,1541937.6258841576,-22596319.858766608,110472995.33075108,-180013165.03033757,257129.7651727408,-3741033.7827991857,18181266.81827181,-29462889.48134836,4.958036566249531,1.0
2,16,0.2044088176352705,0.2084168336673346,106918.29495704333,-1535300.8548657186,7439186.674412431,-11993980.326046737,253060.44713522136,-3681310.556307355,17889091.425924525,-28986433.53108269,12.072262639482156,2.0
2,17,0.2084168336673346,0.2104208416833667,-219831.0762432591,3168004.997892481,-15127636.599879315,24098471.00046475,-2278177.343416403,32753910.332690552,-156929901.10878658,250611891.06770208,5.968851030041321,0.0
2,18,0.2104208416833667,0.2124248496993988,778813.7106738142,-11069816.392725222,52535914.58029434,-83089186.26590559,3749662.898952717,-53185869.12280062,251488669.82730955,-396374987.9707487,5.634105796254911,1.0
2,19,0.2124248496993988,0.2164328657314629,-594446.2579466158,8324241.843357643,-38762529.380133495,60174724.22545759,-1320829.0396862382,18422870.80307217,-85612851.14448784,132598782.35921016,9.413108412744396,3.0
2,20,0.2164328657314629,0.220440881763527,226644.47729613725,-3056988.070146072,13822968.090592012,-20813433.91618447,324956.1275486445,-4389540.264989122,19788937.031091657,-29732983.997623693,10.708115865523876,4.0
2,21,0.220440881763527,0.2224448897795591,150505.5985556453,-2020807.147650467,9122474.63308922,-13705718.051657522,523862.40648772765,-7096473.897460098,32068572.327482726,-48301281.00640898,6.375841321927949,1.0
2,22,0.2224448897795591,0.2244488977955911,2157618.4970843354,-29089708.13051037,130810597.06954952,-196055186.8077948,1007044.6587812534,-13612904.81352684,61363158.157368354,-92199173.886628,4.857307561932288,1.0
2,23,0.2244488977955911,0.2284569138276553,-2134678.4859407702,28281439.937244844,-124798357.26803848,183554540.0209446,-1147582.7444370184,15185998.959845958,-66946243.47578368,98355562.46736866,11.872989642411053,3.0
2,24,0.2284569138276553,0.2324649298597194,1300494.6812869937,-16827807.706088167,72653524.96023498,-104540457.73317371,599793.2850522534,-7759807.322131587,33491978.75848646,-48190264.71070387,11.042073588885394,2.0
2,25,0.2324649298597194,0.2344689378757515,2513077.5322961533,-32476398.46437017,139969445.5497412,-201065297.88881624,-417313.1430390665,5366126.495564154,-22972167.57798057,32774129.03037961,4.130803091500926,1.0
2,26,0.2344689378757515,0.2364729458917835,-3380362.930098121,42929416.682674535,-181633133.58167168,256141787.54302147,113496.13868187516,-1425510.2115832793,5993872.737118315,-8405512.3292624,5.281389350866007,1.0
2,27,0.2364729458917835,0.2444889779559118,60329.52647479084,-720724.0587631813,2955173.452035253,-4054724.349124768,42422.56655212172,-523839.55498801713,2180875.638465469,-3030694.3851161576,24.306480945088936,3.0
2,28,0.2444889779559118,0.250501002004008,-15394.122423611385,208442.3543590165,-845269.4999973438,1126753.8832912592,-145388.0035000876,1780688.5054067154,-7245021.920034301,9820461.02934118,18.106316678654725,2.0
2,29,0.250501002004008,0.2585170340681362,4328.540047989579,-27756.25140087669,97635.33419614982,-127938.14940888315,104348.23665692558,-1210152.7067136746,4694416.198750299,-6066951.294054862,23.69544297503836,3.0
2,30,0.2585170340681362,0.2665330661322645,886.6608021311811,12185.556591759134,-56868.24865908489,71279.64863959778,-9034.70846805505,105616.8192715658,-395265.92114609625,495713.76493299735,23.98257716675745,3.0
2,31,0.2665330661322645,0.282565130260521,2248.958444957765,-3147.974019604745,661.3135594908623,-668.3502252375637,853.5783732635186,-5682.168709290595,22314.492406139445,-26523.39387042524,47.953123640536674,6.0
2,32,0.282565130260521,0.314629258517034,2293.5930956417496,-3621.8610555900273,2338.40314074374,-2646.760866006325,194.4985788062991,1315.2954914360566,-2449.58302763786,2690.0189935342783,95.85177864757732,11.0
2,33,0.314629258517034,0.346693386773547,1951.748546716956,-362.362394823047,-8021.404704623924,8328.91666018999,367.88750892909934,-337.97347922529354,2805.074401406814,-2877.017221101162,95.819335782806,11.0
2,34,0.346693386773547,0.3547094188376753,32630.270143456502,-265829.1070787485,757689.0322738664,-727874.3743846399,-5642.646091965832,51672.25080135108,-147212.8557489262,141359.87515850613,24.194909389274056,3.0
2,35,0.3547094188376753,0.3587174348697394,-862328.5867320967,7303399.190902626,-20581547.807797924,19325382.09114422,157881.66273789966,-1331355.378115647,3751831.137638544,-3522713.4820926194,11.469084350770434,2.0
2,36,0.3587174348697394,0.3607214428857715,-9873280.113088569,82663144.63758218,-230662625.89658615,214540387.61499032,1984696.776230956,-16609244.902691657,46342148.8625739,-43099191.21904373,2.479559332543537,1.0
2,37,0.3607214428857715,0.3627254509018036,30431922.274869792,-252541788.55560493,698599938.9000826,-644167056.5211906,-1436451.518028432,11843305.077898923,-32534642.472507767,29788806.69985582,3.7715441754351655,1.0
2,38,0.3627254509018036,0.3647294589178356,-37244581.86211674,307191508.0911844,-844532188.3195189,773923056.706399,2932935.78989616,-24294666.192615524,67094350.14620334,-61767118.37700761,5.4533501757033545,1.0
2,39,0.3647294589178356,0.3667334669338677,31334309.91982919,-256888717.17020616,702039418.3037442,-639518759.60314,-11850762.675406452,97305315.1401208,-266303400.87047485,242931558.83420563,5.463753864482824,0.0
2,40,0.3667334669338677,0.3687374749498998,-15053534.274653362,122579057.46990524,-332684185.7695651,300967722.0591211,10892687.571919627,-88743564.75194009,241010211.51279503,-218178628.01324737,2.861823163659303,1.0
2,41,0.3687374749498998,0.3707414829659318,-6974904.528485953,56852379.58940192,-154436293.0392871,139834210.3337429,1028883.5039758912,-8492941.438289141,23374010.243709035,-21438656.21383809,2.9278543819089835,1.0
2,42,0.3707414829659318,0.374749498997996,10835181.17718481,-87264908.52621503,234290878.68878245,-209670039.5623052,-3862982.9531681617,31091513.08249274,-83397031.95018372,74559091.63256279,12.295880281830383,2.0
2,43,0.374749498997996,0.376753507014028,-18256305.448372416,145622553.92543828,-387157483.6822069,343097755.13131994,-112158.882376733,1064862.633429803,-3272440.644930209,3289624.5000823927,4.760825930591137,0.0
2,44,0.376753507014028,0.3807615230460922,1009303.0667459586,-7784977.70824366,20025273.154002108,-17157910.934758645,392703.1679569256,-2955235.714173851,7397926.777698638,-6151001.996179655,8.242068775560263,2.0
2,45,0.3807615230460922,0.3827655310621242,15380278.811670993,-121013139.23536351,317398181.5857538,-277489632.5267658,15722961.6008718,-123741535.05140316,324620891.8791588,-283860229.3393877,6.648143094587475,1.0
